warn: LLAMA_ARG_REPACK environment variable is set, but will be overwritten by command line argument --no-repack
0.00.037.095 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.100 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.100 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.101 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.101 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.101 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.102 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.102 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.104 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.105 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.105 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.105 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.106 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.106 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
0.00.037.106 W DEPRECATED: argument '--tensor-filter' specified multiple times, use comma-separated values instead (only last value will be used)
[E2-FOLD] arch=qwen35moe experts_folded R=-1 lead=0 unique_ffn=10/48 gamma=1.000 map=[E2-FOLD] shared expert follows the LOGICAL layer
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,26,26,26,26,30,30,32,32,32,32,32,32,38,38,38,41,41,41,44,45,46,47
[E2-FOLD] mixer (attn / delta-net) is NOT folded — logical index kept
common_debug_cb_eval:         ffn_moe_probs-36 = (f32)   SOFT_MAX(ffn_moe_logits-36{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0085,       0.0010,       0.0015,    ...,       0.0059,       0.0015,       0.0073  ],
            [      0.0060,       0.0006,       0.0009,    ...,       0.0046,       0.0015,       0.0062  ],
            [      0.0116,       0.0007,       0.0013,    ...,       0.0076,       0.0010,       0.0081  ],
            ..., 
            [      0.0046,       0.0038,       0.0019,    ...,       0.0017,       0.0011,       0.0027  ],
            [      0.0048,       0.0041,       0.0018,    ...,       0.0019,       0.0023,       0.0036  ],
            [      0.0053,       0.0056,       0.0029,    ...,       0.0026,       0.0023,       0.0025  ],
        ],
    ]
    sum = 511.998596
common_debug_cb_eval:         ffn_moe_probs-37 = (f32)   SOFT_MAX(ffn_moe_logits-37{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0017,       0.0054,       0.0032,    ...,       0.0041,       0.0051,       0.0012  ],
            [      0.0015,       0.0030,       0.0034,    ...,       0.0103,       0.0034,       0.0026  ],
            [      0.0008,       0.0033,       0.0023,    ...,       0.0076,       0.0057,       0.0009  ],
            ..., 
            [      0.0011,       0.0009,       0.0018,    ...,       0.0041,       0.0019,       0.0023  ],
            [      0.0007,       0.0010,       0.0038,    ...,       0.0120,       0.0045,       0.0005  ],
            [      0.0003,       0.0012,       0.0017,    ...,       0.0122,       0.0025,       0.0003  ],
        ],
    ]
    sum = 512.000549
common_debug_cb_eval:         ffn_moe_probs-39 = (f32)   SOFT_MAX(ffn_moe_logits-39{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0034,       0.0029,       0.0018,    ...,       0.0015,       0.0017,       0.0041  ],
            [      0.0023,       0.0024,       0.0026,    ...,       0.0013,       0.0036,       0.0040  ],
            [      0.0032,       0.0035,       0.0023,    ...,       0.0014,       0.0058,       0.0045  ],
            ..., 
            [      0.0029,       0.0077,       0.0040,    ...,       0.0022,       0.0088,       0.0032  ],
            [      0.0031,       0.0069,       0.0016,    ...,       0.0016,       0.0188,       0.0024  ],
            [      0.0043,       0.0069,       0.0015,    ...,       0.0017,       0.0176,       0.0031  ],
        ],
    ]
    sum = 512.000549
common_debug_cb_eval:         ffn_moe_probs-40 = (f32)   SOFT_MAX(ffn_moe_logits-40{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0052,       0.0044,       0.0077,    ...,       0.0053,       0.0053,       0.0038  ],
            [      0.0077,       0.0052,       0.0098,    ...,       0.0065,       0.0046,       0.0037  ],
            [      0.0051,       0.0060,       0.0072,    ...,       0.0059,       0.0051,       0.0035  ],
            ..., 
            [      0.0044,       0.0052,       0.0078,    ...,       0.0065,       0.0042,       0.0036  ],
            [      0.0032,       0.0073,       0.0065,    ...,       0.0058,       0.0041,       0.0031  ],
            [      0.0053,       0.0059,       0.0057,    ...,       0.0073,       0.0034,       0.0034  ],
        ],
    ]
    sum = 511.999786
common_debug_cb_eval:         ffn_moe_probs-42 = (f32)   SOFT_MAX(ffn_moe_logits-42{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0004,       0.0021,       0.0162,    ...,       0.0049,       0.0034,       0.0004  ],
            [      0.0004,       0.0025,       0.0125,    ...,       0.0047,       0.0052,       0.0009  ],
            [      0.0004,       0.0026,       0.0159,    ...,       0.0066,       0.0055,       0.0015  ],
            ..., 
            [      0.0003,       0.0029,       0.0047,    ...,       0.0051,       0.0047,       0.0064  ],
            [      0.0002,       0.0040,       0.0050,    ...,       0.0031,       0.0055,       0.0042  ],
            [      0.0003,       0.0030,       0.0042,    ...,       0.0051,       0.0053,       0.0049  ],
        ],
    ]
    sum = 511.999084
common_debug_cb_eval:         ffn_moe_probs-43 = (f32)   SOFT_MAX(ffn_moe_logits-43{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0017,       0.0062,       0.0075,    ...,       0.0040,       0.0032,       0.0009  ],
            [      0.0022,       0.0050,       0.0031,    ...,       0.0041,       0.0045,       0.0009  ],
            [      0.0020,       0.0048,       0.0047,    ...,       0.0048,       0.0041,       0.0021  ],
            ..., 
            [      0.0015,       0.0044,       0.0165,    ...,       0.0058,       0.0035,       0.0010  ],
            [      0.0019,       0.0052,       0.0131,    ...,       0.0051,       0.0038,       0.0036  ],
            [      0.0017,       0.0051,       0.0043,    ...,       0.0072,       0.0039,       0.0064  ],
        ],
    ]
    sum = 512.000305
common_debug_cb_eval:         ffn_moe_probs-23 = (f32)   SOFT_MAX(ffn_moe_logits-23{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0002,       0.0004,       0.0016,    ...,       0.0023,       0.0029,       0.0036  ],
            [      0.0005,       0.0008,       0.0010,    ...,       0.0049,       0.0055,       0.0025  ],
            [      0.0007,       0.0026,       0.0055,    ...,       0.0029,       0.0009,       0.0041  ],
            ..., 
            [      0.0004,       0.0003,       0.0004,    ...,       0.0005,       0.0035,       0.0009  ],
            [      0.0026,       0.0020,       0.0042,    ...,       0.0019,       0.0026,       0.0010  ],
            [      0.0061,       0.0016,       0.0016,    ...,       0.0019,       0.0044,       0.0026  ],
        ],
    ]
    sum = 512.003418
common_debug_cb_eval:         ffn_moe_probs-24 = (f32)   SOFT_MAX(ffn_moe_logits-24{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0026,       0.0020,       0.0030,    ...,       0.0028,       0.0070,       0.0027  ],
            [      0.0026,       0.0007,       0.0025,    ...,       0.0060,       0.0052,       0.0039  ],
            [      0.0004,       0.0012,       0.0012,    ...,       0.0031,       0.0054,       0.0030  ],
            ..., 
            [      0.0026,       0.0008,       0.0011,    ...,       0.0025,       0.0023,       0.0069  ],
            [      0.0033,       0.0082,       0.0007,    ...,       0.0021,       0.0018,       0.0044  ],
            [      0.0031,       0.0196,       0.0020,    ...,       0.0065,       0.0016,       0.0043  ],
        ],
    ]
    sum = 512.002136
common_debug_cb_eval:         ffn_moe_probs-25 = (f32)   SOFT_MAX(ffn_moe_logits-25{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0022,       0.0002,       0.0009,    ...,       0.0023,       0.0012,       0.0039  ],
            [      0.0007,       0.0002,       0.0003,    ...,       0.0044,       0.0030,       0.0051  ],
            [      0.0041,       0.0063,       0.0012,    ...,       0.0017,       0.0011,       0.0030  ],
            ..., 
            [      0.0007,       0.0001,       0.0005,    ...,       0.0037,       0.0010,       0.0027  ],
            [      0.0012,       0.0030,       0.0041,    ...,       0.0027,       0.0021,       0.0017  ],
            [      0.0076,       0.0007,       0.0080,    ...,       0.0074,       0.0015,       0.0024  ],
        ],
    ]
    sum = 512.004883
common_debug_cb_eval:         ffn_moe_probs-27 = (f32)   SOFT_MAX(ffn_moe_logits-27{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0035,       0.0004,       0.0046,    ...,       0.0040,       0.0024,       0.0033  ],
            [      0.0027,       0.0004,       0.0024,    ...,       0.0044,       0.0039,       0.0089  ],
            [      0.0096,       0.0013,       0.0013,    ...,       0.0099,       0.0018,       0.0114  ],
            ..., 
            [      0.0006,       0.0002,       0.0012,    ...,       0.0017,       0.0056,       0.0040  ],
            [      0.0037,       0.0008,       0.0031,    ...,       0.0035,       0.0043,       0.0019  ],
            [      0.0030,       0.0007,       0.0103,    ...,       0.0038,       0.0022,       0.0050  ],
        ],
    ]
    sum = 511.999146
common_debug_cb_eval:         ffn_moe_probs-28 = (f32)   SOFT_MAX(ffn_moe_logits-28{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0022,       0.0060,       0.0118,    ...,       0.0029,       0.0027,       0.0022  ],
            [      0.0006,       0.0015,       0.0043,    ...,       0.0025,       0.0033,       0.0041  ],
            [      0.0003,       0.0006,       0.0002,    ...,       0.0011,       0.0020,       0.0017  ],
            ..., 
            [      0.0001,       0.0007,       0.0009,    ...,       0.0023,       0.0040,       0.0043  ],
            [      0.0026,       0.0017,       0.0017,    ...,       0.0024,       0.0048,       0.0040  ],
            [      0.0026,       0.0085,       0.0035,    ...,       0.0030,       0.0050,       0.0029  ],
        ],
    ]
    sum = 512.000793
common_debug_cb_eval:         ffn_moe_probs-29 = (f32)   SOFT_MAX(ffn_moe_logits-29{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0018,       0.0003,       0.0016,    ...,       0.0052,       0.0024,       0.0082  ],
            [      0.0029,       0.0002,       0.0013,    ...,       0.0035,       0.0024,       0.0072  ],
            [      0.0218,       0.0030,       0.0015,    ...,       0.0017,       0.0027,       0.0053  ],
            ..., 
            [      0.0016,       0.0002,       0.0011,    ...,       0.0023,       0.0055,       0.0264  ],
            [      0.0028,       0.0089,       0.0080,    ...,       0.0029,       0.0048,       0.0076  ],
            [      0.0050,       0.0008,       0.0119,    ...,       0.0029,       0.0026,       0.0047  ],
        ],
    ]
    sum = 511.998962
common_debug_cb_eval:         ffn_moe_probs-31 = (f32)   SOFT_MAX(ffn_moe_logits-31{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0008,       0.0011,       0.0020,    ...,       0.0011,       0.0024,       0.0034  ],
            [      0.0018,       0.0018,       0.0005,    ...,       0.0012,       0.0022,       0.0054  ],
            [      0.0016,       0.0024,       0.0009,    ...,       0.0031,       0.0003,       0.0020  ],
            ..., 
            [      0.0008,       0.0006,       0.0031,    ...,       0.0015,       0.0023,       0.0074  ],
            [      0.0017,       0.0040,       0.0008,    ...,       0.0061,       0.0014,       0.0070  ],
            [      0.0044,       0.0106,       0.0023,    ...,       0.0023,       0.0008,       0.0055  ],
        ],
    ]
    sum = 511.999512
common_debug_cb_eval:         ffn_moe_probs-33 = (f32)   SOFT_MAX(ffn_moe_logits-33{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0038,       0.0024,       0.0022,    ...,       0.0050,       0.0036,       0.0027  ],
            [      0.0061,       0.0019,       0.0016,    ...,       0.0038,       0.0090,       0.0021  ],
            [      0.0013,       0.0015,       0.0020,    ...,       0.0022,       0.0006,       0.0022  ],
            ..., 
            [      0.0027,       0.0005,       0.0022,    ...,       0.0046,       0.0020,       0.0018  ],
            [      0.0135,       0.0014,       0.0041,    ...,       0.0045,       0.0021,       0.0033  ],
            [      0.0125,       0.0028,       0.0037,    ...,       0.0062,       0.0017,       0.0017  ],
        ],
    ]
    sum = 511.998718
common_debug_cb_eval:         ffn_moe_probs-34 = (f32)   SOFT_MAX(ffn_moe_logits-34{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0007,       0.0032,       0.0073,    ...,       0.0032,       0.0005,       0.0054  ],
            [      0.0006,       0.0022,       0.0071,    ...,       0.0013,       0.0004,       0.0037  ],
            [      0.0007,       0.0022,       0.0045,    ...,       0.0011,       0.0016,       0.0040  ],
            ..., 
            [      0.0006,       0.0014,       0.0053,    ...,       0.0019,       0.0003,       0.0038  ],
            [      0.0017,       0.0014,       0.0043,    ...,       0.0014,       0.0011,       0.0159  ],
            [      0.0013,       0.0035,       0.0045,    ...,       0.0014,       0.0017,       0.0065  ],
        ],
    ]
    sum = 512.000732
common_debug_cb_eval:         ffn_moe_probs-35 = (f32)   SOFT_MAX(ffn_moe_logits-35{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0016,       0.0026,       0.0023,    ...,       0.0078,       0.0060,       0.0046  ],
            [      0.0021,       0.0035,       0.0024,    ...,       0.0055,       0.0060,       0.0031  ],
            [      0.0185,       0.0014,       0.0025,    ...,       0.0018,       0.0015,       0.0008  ],
            ..., 
            [      0.0016,       0.0031,       0.0041,    ...,       0.0037,       0.0084,       0.0023  ],
            [      0.0088,       0.0029,       0.0048,    ...,       0.0017,       0.0056,       0.0014  ],
            [      0.0121,       0.0026,       0.0233,    ...,       0.0017,       0.0056,       0.0041  ],
        ],
    ]
    sum = 511.997284
common_debug_cb_eval:         ffn_moe_probs-36 = (f32)   SOFT_MAX(ffn_moe_logits-36{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0044,       0.0038,       0.0040,    ...,       0.0028,       0.0022,       0.0031  ],
            [      0.0041,       0.0026,       0.0032,    ...,       0.0034,       0.0053,       0.0026  ],
            [      0.0034,       0.0005,       0.0006,    ...,       0.0016,       0.0039,       0.0022  ],
            ..., 
            [      0.0248,       0.0480,       0.0020,    ...,       0.0075,       0.0024,       0.0058  ],
            [      0.0046,       0.0032,       0.0020,    ...,       0.0030,       0.0020,       0.0035  ],
            [      0.0039,       0.0016,       0.0015,    ...,       0.0036,       0.0019,       0.0040  ],
        ],
    ]
    sum = 512.001526
common_debug_cb_eval:         ffn_moe_probs-37 = (f32)   SOFT_MAX(ffn_moe_logits-37{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0008,       0.0010,       0.0028,    ...,       0.0035,       0.0036,       0.0041  ],
            [      0.0006,       0.0012,       0.0033,    ...,       0.0060,       0.0027,       0.0026  ],
            [      0.0017,       0.0004,       0.0006,    ...,       0.0036,       0.0014,       0.0068  ],
            ..., 
            [      0.0002,       0.0036,       0.0036,    ...,       0.0032,       0.0028,       0.0004  ],
            [      0.0011,       0.0012,       0.0024,    ...,       0.0059,       0.0028,       0.0032  ],
            [      0.0021,       0.0013,       0.0034,    ...,       0.0082,       0.0027,       0.0037  ],
        ],
    ]
    sum = 512.000183
common_debug_cb_eval:         ffn_moe_probs-39 = (f32)   SOFT_MAX(ffn_moe_logits-39{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0034,       0.0075,       0.0017,    ...,       0.0011,       0.0033,       0.0031  ],
            [      0.0041,       0.0054,       0.0022,    ...,       0.0059,       0.0109,       0.0058  ],
            [      0.0006,       0.0017,       0.0048,    ...,       0.0017,       0.0009,       0.0047  ],
            ..., 
            [      0.0024,       0.0056,       0.0052,    ...,       0.0018,       0.0030,       0.0031  ],
            [      0.0018,       0.0038,       0.0046,    ...,       0.0018,       0.0037,       0.0033  ],
            [      0.0017,       0.0043,       0.0110,    ...,       0.0019,       0.0024,       0.0026  ],
        ],
    ]
    sum = 512.000671
common_debug_cb_eval:         ffn_moe_probs-40 = (f32)   SOFT_MAX(ffn_moe_logits-40{256, 512, 1, 1}, }) = {256, 512, 1, 1}
    [
        [
            [      0.0038,       0.0042,       0.0059,    ...,       0.0071,       0.0040,       0.0027  ],
